score,algorithm,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
2118,Random Search,adultery,britches,celebate,downtowns,eisner,fruehauf,guido,hardway,indicated,jamshedpur,kinsler,latelies,messner,newberry,offensive,phenol,quassia,richenthal,senechal,toughens,urge,verstraete,wilderness,xerox,yow,zaremski
2095,Random Search,antireformer,biagi,cinque,disgorge,elaire,fluke,garro,hekker,interface,jacksonian,krack,lococo,methylene,newly,ordinance,paxman,quarante,rigney,shoshone,thousand,underwritings,volvo,webb,xu,yarder,zens
2245,Random Search,aren,borrow,crystallizing,deterrent,entrikin,felten,gazing,harmfully,impress,jacka,kennel,louise,mcdermid,nollie,ozimek,plead,quicksilver,rapkin,shire,tiemann,unconstitutional,vineyard,washable,xiamen,yoruba,zacharias
2247,Random Search,arbitrager,bruck,carves,deficit,ensuring,farah,gaitan,heaving,impact,jettisoned,keystones,lazcano,margarine,nobody,owings,pontificaters,quebecoise,rani,simulator,tigers,unabashed,voices,waking,xenophobic,yakovlev,zeldin
2193,Random Search,amarillo,brodersen,ciolek,dibs,expressly,fulsome,goulart,hardin,intangibles,janvier,kaufer,lymphomas,mists,nonaccruing,orinda,passenger,quarrelsome,romann,saplings,taurus,unshackle,vocaltec,wringer,xenos,yankees,zaentz
2129,Random Search,addressee,bursts,caetano,dominique,eustachian,fucking,guardsman,hemrick,insults,janow,kimbrel,lazzaro,mcdill,nadir,overestimating,pino,quibbles,regimes,stanard,tear,unpayable,verse,wiebold,x,yohei,zea
2100,Random Search,azzopardi,brams,cassin,duryee,entertainments,flourishes,glaze,heitkamp,inadvertent,judds,kolter,lily,mineral,nordman,oddler,pitswon,quirky,rollout,shade,thinner,unpunished,venture,wendlandt,xenos,yacono,zona
2260,Random Search,arena,blur,comcast,dominique,ellender,foran,gestetner,helice,immaculate,johnston,kuker,lanston,mclendon,nakayama,oat,plasticine,quadriplegic,ridgefield,sealift,tumblers,unted,veta,werts,xian,yamashiro,zwack
2164,Random Search,attic,brochure,chadd,delariva,easement,frontiers,grode,hardhead,islamabad,jester,kleinsasser,lagattuta,motorcade,naruhito,overwrite,pringle,quarrel,rowenta,symington,talford,unita,vicissitude,whitting,xi,yin,zagha
2442,Random Search,algerian,bluepencils,cavness,downriver,emblazon,fanny,goodbread,hollender,intergovernmental,jacobin,kepp,leyland,mcvay,novosel,ortlieb,positron,quek,rubenstein,shanahan,ticks,unperturbed,vasconcellos,wrist,xenos,yuppified,zalm
2169,Random Search,aker,bollier,centrifuge,dulski,edberg,federalize,guidebook,horvitz,inertness,jared,koike,landwehr,marchman,novices,ottoson,parcel,quirin,redwoods,sacs,twitchell,unrelenting,videodisk,weisenberger,xylon,yonts,zoucha
2314,Random Search,allgood,betsill,checker,deceleration,ensrud,faulting,glossier,hurtling,inflaming,jillion,kremlinologists,lalande,mell,norvell,olk,plot,quintanilla,ramon,somerset,translations,unterberg,valli,waterbed,xyvision,yust,zukas
2246,Random Search,averitt,billon,cottone,darmon,elevens,fowl,gettysburg,habyarimana,ilg,jetty,koskey,leans,malkowski,noncommunists,observances,pitswon,qana,retraining,sergent,trimarchi,under,variably,wensel,xavier,yup,zich
2115,Random Search,alleyne,beaker,croitzer,dravis,empson,fully,grandnephew,hoeffner,ivorians,jaycee,kalinski,lapenna,mcmurtrey,nyack,optimize,passaic,quince,rod,sabra,tonnes,unsympathetic,viel,walkington,xylia,yanking,zalman
2446,Random Search,andress,bernheimer,cravath,documenting,enumerated,feild,gonnerman,hillsman,incorporate,joyal,kaliningrad,langton,mangels,nicaraguan,obligates,perrotti,questionnaires,rupp,sindona,thoughtless,unsustainably,vegans,whitenight,xhosa,yearlong,zises
2214,Random Search,anxieties,bagge,calmark,duchemin,edan,foreigner,guarantors,holders,incumbency,jelen,kynikos,leverich,mims,nanette,overlaps,polje,queue,roggow,subtitles,terminate,unassuming,vanderbilt,waldegard,x,yenlu,zettel
2238,Random Search,adorns,botch,cazares,dismember,ended,fisch,griebel,hourglasses,indium,jujo,kathman,lettiere,masterminding,nilan,oroark,petroleum,quinton,rodebaugh,stocks,typifies,untrustworthy,virology,weesner,xing,youthful,zauner
2354,Random Search,ate,bloodsuckers,capparelli,dispersed,entwistle,falsify,glenmore,hearst,indivisible,jumbotrons,kantor,likened,munnerlyn,naderite,overcharges,pecans,qi,richie,stanifer,theodor,underwriter,verities,watts,xenophobic,yaworski,zebell
2316,Random Search,ariella,bollore,crest,diverticula,enlistee,fewest,grudge,henness,inaugural,jha,kossman,lauded,molelike,noncommittal,overflying,preconceive,quilmes,reflexes,sidestream,theorists,unmistakably,valente,welch,xscribe,yin,zest
2138,Random Search,acrobatic,brusseau,cartmell,drips,eclipse,fascinates,giovanniello,hayley,injunction,jeremia,keebler,livingstone,mishap,nordisk,overloads,pedros,quan,rosoff,slick,threading,uranium,vexing,winnick,xanax,yott,zeien
1981,Random Search,algodones,buzzword,carves,doom,exits,folded,gaughman,heathwood,infests,jaffrey,kigale,lalit,mole,noleta,orea,pillows,quintanar,risinger,swanner,tetsuo,unavoidably,vobis,woody,xenophobia,yam,zeit
2477,Random Search,absurdities,banshee,cults,dotzler,econometrics,fourthquarter,gibraltar,hilyard,inspect,jeremiah,korman,lapenna,michelina,neece,overstrom,polymarkers,quaglia,renko,sapiro,theorist,undocumented,vigilia,wisnieski,xylophone,yackel,zircons
2154,Random Search,accel,bark,coons,dewees,expounded,francies,guards,harkin,isensee,jansa,kanade,leedom,meteoric,nalley,oneness,phonetics,quinlin,repudiate,scharfenberg,truant,underlined,viramontes,wittenburg,xtra,yantz,zercomo
2142,Random Search,arnstein,bartle,crossan,dividing,embarked,fingerprint,glosses,hu,inbreeding,jerry,kalgoorlie,leavy,moos,nuno,olsson,publitech,quince,reallocate,shonkwiler,tornadoes,umstead,vandusen,wanted,xian,yadda,zagreb
2255,Random Search,airline,brunett,coast,delphi,eckersley,finke,gammage,harried,idling,jeffersonian,kwik,laurentiis,makowski,nakanishi,orsay,predate,quinonez,reichart,scoundrels,tryouts,unsubscribe,victimizing,wingspan,xtra,yunk,zinnia
2177,Random Search,airmotive,baumgardt,challenges,delacerda,evonne,fessed,godspell,holcomb,incandescent,jakie,kroner,lotty,mcilveen,nekia,oglebay,parfitt,qualex,resurging,sander,trumbull,unscheduled,vernier,whitenack,x,yanez,zephyrs
2252,Random Search,avana,belmore,condemn,derden,eschatological,frigid,gaetano,har,intis,jetter,kalla,laconic,mauro,nusen,outfoxing,pilson,quintupled,realpolitik,schiavi,trelleborg,undertaker,viguerie,workhorse,xiang,yawn,zuzu
2233,Random Search,announcer,bespeaks,clapboards,demographics,epileptic,formby,gels,humbler,intercity,janiszewski,kostoff,layout,mbira,neutral,oh,photophoresis,qin,rat,stoller,tanis,uzelac,veasley,wurlitzer,xiamen,youghal,zackery
2074,Random Search,assailant,bionetics,corella,derouen,ertz,freezes,grob,hanging,inflict,jeanbertrand,karner,lasher,mcelravy,nico,obituaries,poncho,quarreled,ranta,sudberry,tweedie,ullmann,vanderwerff,winey,xiong,yunk,zoltan
2403,Random Search,antigay,bathtub,copelan,dutka,extremity,flopped,geographically,hohner,indubiously,joerger,krauth,lubowski,masahiko,notifies,orthodontists,protohistory,quilling,royd,sometimes,thain,urich,vandusen,waterbed,xylon,yelled,zeitlin
2133,Random Search,almighty,bue,constriction,dined,emailed,febles,gulick,herbivore,internalize,jerusha,kowal,leroux,millisent,napkins,offense,premiers,quechee,repayments,seals,toed,undergoing,vailab,walko,xscribe,yahoos,zlotys
2398,Random Search,anthea,baba,chat,defranco,ecstasy,featherweight,glitches,homestake,insignificant,jerger,khalsa,landslide,mopboard,natomas,overlord,pres,quietly,roesch,satisfactorily,tall,unconvincing,vanfleet,willert,xilinx,yong,zacher
2227,Random Search,alzheimer,bartoszek,cribb,dwan,emigrant,fleta,grata,hugette,islamically,junked,kassing,leftists,mahlmann,nathene,overspent,pronounce,quaint,relinquishing,sheboygan,tassone,undaunted,volvovitz,wojcicki,xio,yuhas,zsazsa
2178,Random Search,aladdin,bakst,covet,delphine,expatriation,friesen,guttmacher,hissing,indelible,judgment,kells,lucente,monarrez,naugles,offshore,pennebaker,quaver,ritzert,stephani,trended,uprise,vanslyke,wilmes,xenophon,yakovlev,zolp
2231,Random Search,aligned,bajema,chevrier,dramatizing,envisaged,fling,gaydosh,hamacher,intestinal,jeancourt,kopinski,lannan,muncey,norgaard,ovitt,perillo,quillian,reneging,spongy,treaster,unrelenting,vallee,wyeth,xenophobia,yonder,zaibatsu
2101,Random Search,anreder,bellies,conditioners,debeer,ellenson,foregone,gora,hainan,iraqgate,jilek,kopacz,langone,militarism,noncorporate,observation,penciled,quesada,reisch,sharaa,trip,unearthly,vowles,wiemers,xio,yeoman,zoh
2408,Random Search,altschiller,bazhan,cahners,displaywrite,estepp,franks,goulash,harmonie,integrating,jubilation,kindergartens,latchkey,musco,nantucket,overexcited,precipitated,quattrocchi,revering,streak,transcon,utterance,vena,walker,xers,youngerman,zeta
2452,Random Search,anesthetic,buttress,crotteau,dugo,encyclicals,froths,gienow,hansberry,impregnate,jeffe,kamikaze,logogram,marylebone,nutritive,olympias,pinkos,quotas,rationalizations,sulphur,truncheons,unfulfilled,viele,walicki,xaver,yeas,zwiebel
2385,Random Search,agrifuel,byrd,contaminating,delauter,esse,frustrations,garelick,hershberger,idaline,junkie,kury,leeco,minerd,necessary,outstandingly,pedigree,quadrant,redd,starin,troublefield,umholtz,vivaldi,weekends,xtra,yorrick,zalesky
2279,Random Search,anzus,bala,customers,driveway,equip,felch,generative,hammermill,immolated,jerger,kiechl,llorente,marble,nostrils,overworks,plaque,qualls,ragas,spongeform,tornabene,unattractive,vizcaya,wenzl,xenophobic,yulian,zoologists
2027,Random Search,atico,boyes,cowher,defaulter,epithets,furthering,guimond,hamner,incentive,josceline,kott,logograms,mcdurman,nate,overselling,pubco,quebedeaux,raymundo,simulac,tackling,unglue,vietor,wreath,xus,yeutter,zarr
2379,Random Search,animal,bahnsen,cervical,darland,ellingsen,flotsam,graley,hereditary,inkatha,january,kinnaird,legals,mowing,nonsporting,oeuvre,puttering,quello,reachable,scorecard,transcontinental,ullom,veritable,wikowsky,xenophobic,yuan,zammit
2164,Random Search,advisedly,bartleson,carefree,denouncing,epicurean,fluoridation,guzek,harrigan,insofar,jared,koerner,lisbon,mcnamee,nasta,ocaw,poarch,queries,rebeka,schachner,tenant,unafraid,vacillation,wetterau,xanthe,yaros,zaucha
2274,Random Search,alber,brewing,championships,dillydally,empath,fibers,guangzhou,horsch,islamabad,jesup,kalbfleisch,lightened,moriya,norton,overholtzer,pirro,qualifies,rosati,safaris,tonys,uncontaminated,veyne,wolff,xenophon,youghal,zeese
2215,Random Search,andrea,bankruptcies,carrell,donella,eichen,fumi,guantanamo,hundertmark,illustrations,jagoda,kimwipe,littles,mallery,norcross,obligation,pajak,quillman,rickwood,schweder,tarnoff,unlock,villwock,wirt,xanthe,yoakam,zavala
2282,Random Search,automakers,bett,categorizing,databases,exculpatory,flegal,goring,hagman,intercourse,jemison,knoblauch,lillis,mightier,nitschke,olaf,pepperdine,quintessence,removes,sarti,tavie,unison,veronica,wingman,xeriscape,yurchak,zachar
2109,Random Search,absolutely,blocs,communal,disguised,erlandson,fahrney,gases,hamad,insults,joanou,kiosk,lexis,mustached,norse,opel,perfectly,quantitatively,risko,snippets,ti,ustinov,verene,wane,xiang,yeutter,zumel
2195,Random Search,argonauts,burgin,cast,dismembered,equations,fundamental,grattan,hebel,intermixing,jasmin,kuo,larche,mexicali,nedlloyd,oconner,pixley,queensland,ragin,sawdey,trageser,unlock,veers,winton,xiaogang,yugos,zachow
2418,Random Search,asmussen,buffone,carriveau,diversity,environmentally,falconry,gravimetric,hepker,ilya,jamrog,kreitz,lipnick,michel,noll,overexposing,pinkowski,quietness,rentmeester,swerve,tejano,utt,vontobel,witte,xavier,yetnikoff,zarett
2327,Random Search,accident,boscarino,costumes,dumire,evicting,flayed,geared,hyaluronic,israelson,jaegers,kampmann,lautner,magaziner,nonbeliever,overshadows,pou,quantities,rothberg,storrs,traficante,unify,vitek,wigfield,xerox,yarwood,zimmerle
2037,Random Search,amerco,ballerinas,carrasco,derma,elliot,freiberger,gypsies,hayslett,icarus,jurney,kirkland,linenberger,miami,norwalk,opened,prepare,quicken,respecting,suburbia,thingy,urgent,ventola,wrongs,xuedong,yaobang,zadillo
1987,Random Search,aero,boots,conned,drumwright,eko,forero,guckert,hirata,insides,jonsson,kolar,liberia,madding,nesters,ostertag,penitentiaries,quashed,ransome,stipulates,tough,untimely,vanity,wrenching,xiao,yahoo,zechman
2254,Random Search,ambient,beeping,consolidated,dimario,emanates,fidelia,guinea,hammell,iscariot,jacek,krout,lowborn,molesters,novicki,overland,panamsat,quang,redound,socol,taxables,unshakable,vandine,washabaugh,xylia,yearbook,zalm
2058,Random Search,advection,bleep,caldeira,domke,ejected,flavius,gagnon,hopelessness,imperato,jasmin,kissler,laroche,mothering,northbound,onwards,peddlers,qualify,recurrence,siddall,thuggery,unsullied,vose,walthall,xue,yigal,zoomed
2361,Random Search,angelically,bloodiest,constitutionally,dolgin,exemplum,fiddler,gardens,holum,interferometer,jernigan,kondo,latency,militarily,nil,okays,plott,quadrant,respondent,scarfo,triples,unsung,versus,winnowed,xena,yemeni,zinger
2390,Random Search,alaskans,bubel,concubinage,diabase,edouard,filipowicz,gift,hard,irrational,jollying,kaylynn,lecter,mosaic,nutcracker,optically,preconditions,quest,ruffin,setzer,thermoplastics,unmoved,vanvorst,westtech,xena,yarmulkes,zillion
2049,Random Search,accountemps,broking,combee,deryck,extinct,fanny,gettel,hanbury,inspecting,joist,kibell,laury,madoff,northvale,outruns,proofreading,quibbles,robles,senty,tuman,unwrapped,vinik,woodwind,xilinx,yasmine,zang
2421,Random Search,aggressor,banwart,cornfield,deflated,einspahr,faubel,gordin,hedrick,inferred,joon,klingerman,lambdin,mam,nonresidents,olund,pamby,quint,restrictions,sensationalize,triarc,uncomplicated,vanskike,widgets,xue,yell,zaitsev
2284,Random Search,admiralty,bong,chiles,diatribes,engender,fomon,grandsons,hammett,idlewild,jheryl,kelson,levings,macleod,numed,ostrosky,poindexter,quad,robare,sweating,telesystem,unprofessional,vase,whittet,xeroxed,yohn,zambito
2326,Random Search,albano,brambila,cogburn,dilmore,enveloped,foothills,gratitude,handbill,isetan,jeanmichele,kear,liquidate,macleish,nottingham,outbound,possehl,quiksilver,revelry,sulfurophane,tison,unforgiving,vess,windstar,xeroxing,yoe,zingaro
2479,Random Search,anatola,bohmer,clerical,deshotel,elaborate,francesmary,golly,homosexuality,innovations,jankowiak,krahl,licensees,minoring,nederlandse,optima,pape,quijano,reloadable,shoop,talcott,unangst,volatility,watchword,xu,yoakam,zerkle
2546,Random Search,antril,biked,cour,destructable,ejaculation,facilitation,glitter,hoo,inebriating,jerr,kraemer,lithographic,mixer,naill,orsini,portuguese,quarterbacking,robbers,security,tokens,unprofessional,vorontsov,wickman,xavier,yurek,zortman
2147,Random Search,autograph,baudoin,countenanced,disembody,elixir,fukuda,goulden,helberg,info,jukes,kelder,lyke,mattison,northwood,octuplets,peacher,ques,reinsdorf,stenstrom,toogood,undertook,vincent,wilmar,xanax,yessuey,zero
2186,Random Search,annan,bleacher,columns,dailey,eggshell,feldmuehle,gainers,heinen,interrupts,joel,khartoum,lapsing,matsushita,nyhan,outperforms,popcorn,query,redpolls,sevenfold,televisa,unbranded,visco,wojdyla,xidex,yanbu,zylstra
2226,Random Search,attraction,belding,coale,duffy,estridge,flashpoints,gustaf,hammon,instructor,junella,kazoo,lacy,multibank,norvel,oceanographer,porchia,quasi,righteous,separates,thoroughly,unfav,vanessa,warping,xanada,yevlinsky,zimbabwean
2342,Random Search,aybar,bein,cockfield,dyas,epidemiology,fucked,guitarro,holmstrom,im,jefcoat,kahului,lynden,mystifies,nehru,ozanich,positively,que,resentments,stonge,tibbitts,unprecedented,voracious,weseman,xanax,yigal,zwart
2252,Random Search,ability,beebes,cowgirls,dialogue,ewoldt,fricke,gatx,helpfully,intrigue,jueteng,khamenei,lallie,minion,nonsensical,osha,ponder,quintessentially,richardson,salton,transiting,underpaid,vonk,walleye,xinjiang,yetnikoff,zeva
2174,Random Search,accommodation,belcher,complicating,danielski,edizione,frogmouth,grills,habig,ibn,jonassen,kjenstad,lespinasse,misters,nally,owe,phenfen,quivering,rady,suen,tunis,upward,vessell,wherewithal,xene,yucky,zaibatsu
1869,Random Search,amoruso,bittick,combs,dismantle,ekholm,fleeces,gergrude,haning,ikie,janette,kirchners,lapka,masin,no,opiate,pectin,queried,rosener,squirt,tofu,unpreserved,vranos,winey,xantippe,yaun,zemaitis
2093,Random Search,atwood,bridgeforth,chitchat,darren,eakins,fallon,gregarious,highways,interfunding,joletta,kurlander,lamia,madelene,nemir,oblander,paradowski,quota,reverser,sanker,throat,unbeknown,vin,weirdly,xudong,yanks,zillions
2140,Random Search,arana,bretts,casares,daufuskie,entertaining,franz,gruhn,handers,ishi,jewishness,kilcrease,licensees,marcelino,novelties,osmium,painkiller,quirky,regie,selsor,todd,unreimbursed,visitor,whiter,xaver,yglesias,zarrella
2334,Random Search,appellations,booster,congestion,doubling,erda,flagman,garrod,hornung,interchangeably,jarzombek,kimura,lellouche,melrose,nobuo,orphaned,peroxide,quadra,rozzi,sund,tupac,undiplomatically,vallier,wola,xeroxing,yuan,zigzagging
2444,Random Search,accutane,boughman,contents,dietrich,eviscerate,fatalistic,gutted,handicapped,interbank,jurisprudence,krise,levett,medlin,narcissus,overreaching,peronists,quinteros,rodriquez,shoplift,townhouses,udverhye,voices,wisham,xinjiang,youngblood,zionists
2028,Random Search,archambault,beltram,crabeater,disobeyed,enron,flute,guinier,hovnanian,inbio,jetliners,krapf,lore,meloy,nicolina,ovary,presby,queue,rename,sandhog,thinkin,uranium,vreeland,wm,xiaoping,yoked,zarb
2086,Random Search,accusers,bonsignore,carneal,deuce,entailing,fen,givers,huffine,interviewers,jelton,kollath,lauffer,moorhead,negroes,ordinary,perrella,quixotic,rat,schuett,torpedos,union,vishnu,wesco,xiao,yucatan,zorz
2063,Random Search,aimal,buehler,contant,doniger,egbert,falconer,gamons,hoisting,immigrate,janek,kanji,lapenna,mining,neustadt,orbit,pages,quarterbacks,rivieres,skimming,tousey,umbrellas,vies,whiz,xeroxing,ypsilanti,zanoyan
2245,Random Search,aleda,buerger,casselman,deboe,exemplars,formulated,gillott,henneberger,infers,johannes,klugh,lohmeyer,myklebust,niko,overacker,placement,quixotic,rochlin,schilder,turnquest,unilab,vadala,washouts,xanax,yurkovich,zimny
